name,disease_target,composition,suitable_for,price,effectiveness_score,availability
Mirtazapine,Major Depressive Disorder,"[{'ingredient': 'Mirtazapine', 'mg': 35, 'percentage': 100.0}]",['Child'],183.47,0.7133,True
Amlodipine,Hypertension,"[{'ingredient': 'Amlodipine', 'mg': 8.5, 'percentage': 100.0}]","['Child', 'Adult']",681.97,0.9322,True
Sumatriptan,Migraine,"[{'ingredient': 'Sumatriptan', 'mg': 54, 'percentage': 100.0}]","['Adult', 'Senior']",235.96,0.7273,True
Aripiprazole OD,Bipolar Disorder,"[{'ingredient': 'Aripiprazole', 'mg': 7.5, 'percentage': 100.0}]","['Child', 'Adult']",1270.17,0.6859,True
Nitroglycerine,Angina,"[{'ingredient': 'Glyceryl Trinitrate', 'mg': 0.594, 'percentage': 100.0}]",['Child'],204.48,0.6944,True
Bimatoprost,Glaucoma,"[{'ingredient': 'Bimatoprost', 'mg': 0.03, 'percentage': 100.0}]","['Child', 'Adult']",991.78,0.7575,True
Pregabalin CR,Chronic Pain,"[{'ingredient': 'Pregabalin', 'mg': 140, 'percentage': 100.0}]",['Adult'],1061.32,0.8352,True
Sevelamer,Chronic Kidney Disease,"[{'ingredient': 'Sevelamer Carbonate', 'mg': 940, 'percentage': 100.0}]",['Child'],4189.86,0.938,True
Amoxiclav Generic,Pneumonia,"[{'ingredient': 'Amoxicillin', 'mg': 625, 'percentage': 83.3}, {'ingredient': 'Clavulanic Acid', 'mg': 125, 'percentage': 16.7}]",['Adult'],320.75,0.6991,True
Propylthiouracil,Hyperthyroidism,"[{'ingredient': 'Propylthiouracil', 'mg': 260, 'percentage': 100.0}]",['Adult'],145.49,0.6646,True
Clotrimazole OD,Fungal Infection,"[{'ingredient': 'Clotrimazole', 'mg': 10.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",356.57,0.7259,True
Quinine,Malaria,"[{'ingredient': 'Quinine Sulphate', 'mg': 435, 'percentage': 100.0}]","['Child', 'Adult']",209.17,0.6693,True
Sertraline,Major Depressive Disorder,"[{'ingredient': 'Sertraline HCl', 'mg': 76, 'percentage': 100.0}]",['Child'],603.94,0.5361,True
Paroxetine 500mg,PTSD,"[{'ingredient': 'Paroxetine HCl', 'mg': 53, 'percentage': 100.0}]","['Adult', 'Senior']",500.82,0.6437,True
Thyronorm,Hypothyroidism,"[{'ingredient': 'Levothyroxine Sodium', 'mg': 105, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",179.11,0.819,True
Darbepoetin,Chronic Kidney Disease,"[{'ingredient': 'Darbepoetin Alfa', 'mg': 100, 'percentage': 100.0}]",['Senior'],1695.02,0.8392,True
Budesonide Nasal 250mg,Allergic Rhinitis,"[{'ingredient': 'Budesonide', 'mg': 215, 'percentage': 100.0}]","['Child', 'Adult']",472.93,0.9592,True
Azithromycin Forte,Pneumonia,"[{'ingredient': 'Azithromycin', 'mg': 500, 'percentage': 100.0}]",['Adult'],1437.83,0.6996,False
Azithromycin,Pneumonia,"[{'ingredient': 'Azithromycin', 'mg': 500, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1204.55,0.9453,True
Ropinirole XR,Parkinson's Disease,"[{'ingredient': 'Ropinirole HCl', 'mg': 1.0, 'percentage': 100.0}]","['Child', 'Adult']",1273.86,0.6476,True
Ofloxacin Eye,Conjunctivitis,"[{'ingredient': 'Ofloxacin', 'mg': 3.0, 'percentage': 100.0}]","['Adult', 'Senior']",41.94,0.8733,True
Teriflunomide,Multiple Sclerosis,"[{'ingredient': 'Teriflunomide', 'mg': 8.0, 'percentage': 100.0}]",['Child'],2194.7,0.5117,True
Scopolamine 1000mg,Vertigo,"[{'ingredient': 'Scopolamine', 'mg': 1.0, 'percentage': 100.0}]","['Adult', 'Senior']",253.47,0.5743,True
Diclofenac Gel,Lower Back Pain,"[{'ingredient': 'Diclofenac Diethylamine', 'mg': 10.0, 'percentage': 100.0}]",['Child'],662.98,0.8241,False
Teriparatide 500mg,Osteoporosis,"[{'ingredient': 'Teriparatide', 'mg': 20, 'percentage': 100.0}]",['Child'],2338.06,0.6734,True
Dimenhydrinate XR,Vertigo,"[{'ingredient': 'Dimenhydrinate', 'mg': 45, 'percentage': 100.0}]",['Child'],160.31,0.839,True
Prednisolone,Crohn's Disease,"[{'ingredient': 'Prednisolone', 'mg': 45, 'percentage': 100.0}]","['Adult', 'Senior']",1301.05,0.6728,True
Januvia Generic,Type 2 Diabetes,"[{'ingredient': 'Sitagliptin', 'mg': 74, 'percentage': 100.0}]",['Child'],216.23,0.5611,True
Telma SR,Hypertension,"[{'ingredient': 'Telmisartan', 'mg': 48, 'percentage': 100.0}]",['Child'],98.54,0.9474,True
Levodopa 500mg,Parkinson's Disease,"[{'ingredient': 'Levodopa', 'mg': 150, 'percentage': 85.7}, {'ingredient': 'Carbidopa', 'mg': 25, 'percentage': 14.3}]",['Senior'],364.61,0.848,True
Prednisolone OD,Arthritis,"[{'ingredient': 'Prednisolone', 'mg': 24, 'percentage': 100.0}]","['Child', 'Adult']",591.06,0.6457,True
Bimatoprost Generic,Glaucoma,"[{'ingredient': 'Bimatoprost', 'mg': 0.03, 'percentage': 100.0}]","['Adult', 'Senior']",439.78,0.7481,True
Adapalene CR,Acne Vulgaris,"[{'ingredient': 'Adapalene', 'mg': 2.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",528.15,0.8125,True
Tizanidine,Lower Back Pain,"[{'ingredient': 'Tizanidine HCl', 'mg': 3.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",67.76,0.7009,True
Salmeterol,COPD,"[{'ingredient': 'Salmeterol Xinafoate', 'mg': 44, 'percentage': 100.0}]","['Adult', 'Senior']",1653.32,0.8733,True
Domperidone 500mg,GERD,"[{'ingredient': 'Domperidone', 'mg': 11.5, 'percentage': 100.0}]",['Senior'],467.95,0.9126,False
Aprepitant,Chemotherapy Nausea,"[{'ingredient': 'Aprepitant', 'mg': 105, 'percentage': 100.0}]",['Adult'],1220.65,0.7444,True
Hydrocortisone,Eczema,"[{'ingredient': 'Hydrocortisone', 'mg': 16.5, 'percentage': 100.0}]",['Child'],2287.41,0.8396,True
Amlodipine SR,Angina,"[{'ingredient': 'Amlodipine Besylate', 'mg': 9.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",655.47,0.6244,False
Muscle Relaxant Plus,Lower Back Pain,"[{'ingredient': 'Methocarbamol', 'mg': 740, 'percentage': 72.5}, {'ingredient': 'Ibuprofen', 'mg': 280, 'percentage': 27.5}]",['Adult'],557.89,0.6223,True
Naproxen XR,Arthritis,"[{'ingredient': 'Naproxen', 'mg': 325, 'percentage': 100.0}]","['Child', 'Adult']",282.91,0.8327,True
Nexium 500mg,GERD,"[{'ingredient': 'Esomeprazole', 'mg': 22, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",158.78,0.7198,False
Chloroquine,Malaria,"[{'ingredient': 'Chloroquine Phosphate', 'mg': 485, 'percentage': 100.0}]",['Child'],145.75,0.8534,True
Levetiracetam,Epilepsy,"[{'ingredient': 'Levetiracetam', 'mg': 1435, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",994.71,0.9158,True
Isotretinoin 250mg,Acne Vulgaris,"[{'ingredient': 'Isotretinoin', 'mg': 8.5, 'percentage': 100.0}]","['Adult', 'Senior']",491.04,0.8427,True
Insulin Glargine,Type 1 Diabetes,"[{'ingredient': 'Insulin Glargine', 'mg': 100, 'percentage': 100.0}]",['Senior'],1626.36,0.7595,True
Racecadotril,Gastroenteritis,"[{'ingredient': 'Racecadotril', 'mg': 74, 'percentage': 100.0}]",['Senior'],107.97,0.5389,False
Sevelamer 1000mg,Chronic Kidney Disease,"[{'ingredient': 'Sevelamer Carbonate', 'mg': 1020, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",4120.28,0.7295,True
Insulin NPH,Type 1 Diabetes,"[{'ingredient': 'Isophane Insulin', 'mg': 100, 'percentage': 100.0}]",['Child'],2194.03,0.679,True
Pantoprazole,Gastritis,"[{'ingredient': 'Pantoprazole Sodium', 'mg': 29, 'percentage': 100.0}]","['Adult', 'Senior']",280.15,0.6564,True
Bupropion,Major Depressive Disorder,"[{'ingredient': 'Bupropion HCl', 'mg': 285, 'percentage': 100.0}]",['Adult'],897.68,0.6866,True
Latanoprost,Glaucoma,"[{'ingredient': 'Latanoprost', 'mg': 0.005, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",850.24,0.7349,True
Eletriptan OD,Migraine,"[{'ingredient': 'Eletriptan Hydrobromide', 'mg': 30, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",376.59,0.7227,True
Digoxin,Arrhythmia,"[{'ingredient': 'Digoxin', 'mg': 0.186, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",216.15,0.5676,False
Isotretinoin,Acne Vulgaris,"[{'ingredient': 'Isotretinoin', 'mg': 23, 'percentage': 100.0}]","['Adult', 'Senior']",482.23,0.9355,False
Triple Therapy,Peptic Ulcer,"[{'ingredient': 'Amoxicillin', 'mg': 810, 'percentage': 60.2}, {'ingredient': 'Clarithromycin', 'mg': 500, 'percentage': 37.1}, {'ingredient': 'Omeprazole', 'mg': 36, 'percentage': 2.7}]",['Adult'],180.98,0.7223,True
Umeclidinium,COPD,"[{'ingredient': 'Umeclidinium Bromide', 'mg': 62, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",489.42,0.7419,True
Propafenone,Arrhythmia,"[{'ingredient': 'Propafenone HCl', 'mg': 210, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1038.19,0.9031,True
Ramelteon 250mg,Insomnia,"[{'ingredient': 'Ramelteon', 'mg': 8.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",335.69,0.5099,True
ORS Dengue CR,Dengue Fever,"[{'ingredient': 'Sodium Chloride', 'mg': 520, 'percentage': 16.1}, {'ingredient': 'Glucose', 'mg': 2700, 'percentage': 83.9}]",['Adult'],47.98,0.8104,True
Prochlorperazine,Vertigo,"[{'ingredient': 'Prochlorperazine Maleate', 'mg': 7.0, 'percentage': 100.0}]","['Adult', 'Senior']",98.39,0.9155,False
Atorvastatin Forte,Hyperlipidemia,"[{'ingredient': 'Atorvastatin Calcium', 'mg': 45, 'percentage': 100.0}]",['Adult'],385.52,0.9537,True
Tramadol OD,Lower Back Pain,"[{'ingredient': 'Tramadol HCl', 'mg': 68, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",133.27,0.5631,True
Danazol,Endometriosis,"[{'ingredient': 'Danazol', 'mg': 385, 'percentage': 100.0}]","['Adult', 'Senior']",394.08,0.8062,True
Chlorthalidone,Hypertension,"[{'ingredient': 'Chlorthalidone', 'mg': 19.0, 'percentage': 100.0}]",['Adult'],472.7,0.7426,True
Duloxetine,Fibromyalgia,"[{'ingredient': 'Duloxetine HCl', 'mg': 110, 'percentage': 100.0}]","['Adult', 'Senior']",675.99,0.708,True
Palonosetron Generic,Chemotherapy Nausea,"[{'ingredient': 'Palonosetron HCl', 'mg': 0.274, 'percentage': 100.0}]",['Adult'],536.46,0.679,True
Capsaicin Patch 1000mg,Neuropathic Pain,"[{'ingredient': 'Capsaicin', 'mg': 8.0, 'percentage': 100.0}]","['Child', 'Adult']",159.56,0.8757,True
Morphine,Post-operative Pain,"[{'ingredient': 'Morphine Sulphate', 'mg': 3.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",666.22,0.8388,True
Levofloxacin,Pneumonia,"[{'ingredient': 'Levofloxacin', 'mg': 640, 'percentage': 100.0}]","['Child', 'Adult']",1853.67,0.528,True
Thyronorm,Hypothyroidism,"[{'ingredient': 'Levothyroxine Sodium', 'mg': 120, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",168.0,0.7615,True
Tizanidine 500mg,Lower Back Pain,"[{'ingredient': 'Tizanidine HCl', 'mg': 2.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",170.31,0.8397,True
Naratriptan,Migraine,"[{'ingredient': 'Naratriptan HCl', 'mg': 2.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",181.77,0.7308,True
Lamotrigine,Bipolar Disorder,"[{'ingredient': 'Lamotrigine', 'mg': 195, 'percentage': 100.0}]",['Adult'],873.49,0.8162,True
Risperidone SR,Schizophrenia,"[{'ingredient': 'Risperidone', 'mg': 1.0, 'percentage': 100.0}]","['Adult', 'Senior']",861.19,0.7776,False
Phentermine 250mg,Obesity,"[{'ingredient': 'Phentermine HCl', 'mg': 33, 'percentage': 100.0}]","['Adult', 'Senior']",814.68,0.5536,True
Clindamycin,Acne Vulgaris,"[{'ingredient': 'Clindamycin Phosphate', 'mg': 10.0, 'percentage': 100.0}]","['Adult', 'Senior']",442.2,0.7282,True
Glatiramer 250mg,Multiple Sclerosis,"[{'ingredient': 'Glatiramer Acetate', 'mg': 39, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",3252.59,0.5749,True
Eplerenone,Heart Failure,"[{'ingredient': 'Eplerenone', 'mg': 39, 'percentage': 100.0}]",['Child'],1206.36,0.9384,True
Furosemide XR,Heart Failure,"[{'ingredient': 'Furosemide', 'mg': 59, 'percentage': 100.0}]",['Child'],1450.49,0.5255,True
Glatiramer CR,Multiple Sclerosis,"[{'ingredient': 'Glatiramer Acetate', 'mg': 38, 'percentage': 100.0}]",['Child'],4636.08,0.9574,True
Betahistine,Vertigo,"[{'ingredient': 'Betahistine Dihydrochloride', 'mg': 18.0, 'percentage': 100.0}]","['Adult', 'Senior']",60.38,0.6871,True
Danazol CR,Endometriosis,"[{'ingredient': 'Danazol', 'mg': 170, 'percentage': 100.0}]",['Adult'],424.42,0.9449,True
Duloxetine,Chronic Pain,"[{'ingredient': 'Duloxetine HCl', 'mg': 87, 'percentage': 100.0}]","['Adult', 'Senior']",1121.93,0.9441,True
Roflumilast,COPD,"[{'ingredient': 'Roflumilast', 'mg': 275, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",776.54,0.8431,True
Amlodipine CR,Angina,"[{'ingredient': 'Amlodipine Besylate', 'mg': 10.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",603.14,0.5283,True
Bupropion OD,Major Depressive Disorder,"[{'ingredient': 'Bupropion HCl', 'mg': 205, 'percentage': 100.0}]","['Child', 'Adult']",90.58,0.7435,True
ORS Dengue 1000mg,Dengue Fever,"[{'ingredient': 'Sodium Chloride', 'mg': 520, 'percentage': 16.1}, {'ingredient': 'Glucose', 'mg': 2700, 'percentage': 83.9}]","['Adult', 'Senior']",175.32,0.8453,True
Psyllium,Irritable Bowel Syndrome,"[{'ingredient': 'Ispaghula Husk', 'mg': 5705, 'percentage': 100.0}]",['Child'],87.02,0.7201,False
Meropenem,Pneumonia,"[{'ingredient': 'Meropenem', 'mg': 830, 'percentage': 100.0}]","['Adult', 'Senior']",1032.13,0.7791,True
Dicyclomine,Irritable Bowel Syndrome,"[{'ingredient': 'Dicyclomine HCl', 'mg': 12.0, 'percentage': 100.0}]","['Adult', 'Senior']",89.95,0.9006,True
Levetiracetam,Epilepsy,"[{'ingredient': 'Levetiracetam', 'mg': 1375, 'percentage': 100.0}]","['Child', 'Adult']",977.79,0.7063,True
Secukinumab,Psoriasis,"[{'ingredient': 'Secukinumab', 'mg': 150, 'percentage': 100.0}]",['Child'],3071.27,0.6754,False
Fingolimod 1000mg,Multiple Sclerosis,"[{'ingredient': 'Fingolimod HCl', 'mg': 0.5, 'percentage': 100.0}]","['Adult', 'Senior']",13199.87,0.5672,True
Artemether 1000mg,Malaria,"[{'ingredient': 'Artemether', 'mg': 50, 'percentage': 19.2}, {'ingredient': 'Lumefantrine', 'mg': 210, 'percentage': 80.8}]",['Adult'],452.77,0.9044,True
Ethambutol 1000mg,Tuberculosis,"[{'ingredient': 'Ethambutol HCl', 'mg': 300, 'percentage': 100.0}]",['Child'],394.64,0.5363,True
Rizact SR,Migraine,"[{'ingredient': 'Rizatriptan', 'mg': 10.0, 'percentage': 100.0}]",['Senior'],271.02,0.6293,True
Dexamethasone 1000mg,Cancer Pain Management,"[{'ingredient': 'Dexamethasone', 'mg': 6.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1224.87,0.5664,False
Pramipexole 1000mg,Parkinson's Disease,"[{'ingredient': 'Pramipexole HCl', 'mg': 1.0, 'percentage': 100.0}]",['Child'],723.53,0.7058,True
Sertraline Generic,PTSD,"[{'ingredient': 'Sertraline HCl', 'mg': 195, 'percentage': 100.0}]",['Senior'],411.8,0.8444,True
Artemether,Malaria,"[{'ingredient': 'Artemether', 'mg': 25, 'percentage': 7.7}, {'ingredient': 'Lumefantrine', 'mg': 300, 'percentage': 92.3}]","['Child', 'Adult']",395.29,0.726,True
Cromolyn Eye 250mg,Conjunctivitis,"[{'ingredient': 'Cromolyn Sodium', 'mg': 40, 'percentage': 100.0}]",['Child'],61.34,0.5865,True
Tacrolimus,Eczema,"[{'ingredient': 'Tacrolimus', 'mg': 0.096, 'percentage': 100.0}]",['Adult'],1529.41,0.8097,True
Cyclobenzaprine,Fibromyalgia,"[{'ingredient': 'Cyclobenzaprine HCl', 'mg': 8.0, 'percentage': 100.0}]","['Adult', 'Senior']",881.78,0.9445,True
N-Acetylcysteine 250mg,COPD,"[{'ingredient': 'N-Acetylcysteine', 'mg': 590, 'percentage': 100.0}]",['Child'],1548.81,0.8188,False
Levofloxacin 500mg,Pneumonia,"[{'ingredient': 'Levofloxacin', 'mg': 590, 'percentage': 100.0}]",['Adult'],1813.01,0.5987,True
Rabeprazole CR,Gastritis,"[{'ingredient': 'Rabeprazole', 'mg': 11.0, 'percentage': 100.0}]","['Child', 'Adult']",97.39,0.8354,True
Avil,Common Cold,"[{'ingredient': 'Pheniramine', 'mg': 41, 'percentage': 100.0}]",['Adult'],44.64,0.861,True
Gabapentin XR,Neuropathic Pain,"[{'ingredient': 'Gabapentin', 'mg': 1580, 'percentage': 100.0}]","['Adult', 'Senior']",287.53,0.9558,True
Naltrexone SR CR,Obesity,"[{'ingredient': 'Naltrexone', 'mg': 10.5, 'percentage': 5.8}, {'ingredient': 'Bupropion', 'mg': 170, 'percentage': 94.2}]",['Senior'],1066.83,0.9062,False
Dexamethasone,Chemotherapy Nausea,"[{'ingredient': 'Dexamethasone', 'mg': 11.5, 'percentage': 100.0}]",['Child'],1503.34,0.7638,True
Naproxen CR,Lower Back Pain,"[{'ingredient': 'Naproxen Sodium', 'mg': 285, 'percentage': 100.0}]","['Adult', 'Senior']",378.7,0.6541,True
Vicks Action 500 CR,Seasonal Flu,"[{'ingredient': 'Paracetamol', 'mg': 500, 'percentage': 91.1}, {'ingredient': 'Caffeine', 'mg': 49, 'percentage': 8.9}]",['Child'],83.35,0.6632,True
Clonazepam,Epilepsy,"[{'ingredient': 'Clonazepam', 'mg': 2.0, 'percentage': 100.0}]","['Adult', 'Senior']",773.19,0.9055,True
Famotidine,Gastritis,"[{'ingredient': 'Famotidine', 'mg': 37, 'percentage': 100.0}]",['Adult'],138.28,0.7016,True
Metoclopramide 250mg,GERD,"[{'ingredient': 'Metoclopramide', 'mg': 6.5, 'percentage': 100.0}]",['Senior'],291.52,0.8535,True
Nitroglycerine,Angina,"[{'ingredient': 'Glyceryl Trinitrate', 'mg': 0.523, 'percentage': 100.0}]","['Child', 'Adult']",358.09,0.8328,False
Levodopa 250mg,Parkinson's Disease,"[{'ingredient': 'Levodopa', 'mg': 140, 'percentage': 84.8}, {'ingredient': 'Carbidopa', 'mg': 25, 'percentage': 15.2}]","['Adult', 'Senior']",3580.05,0.8494,True
Amoxicillin,Bronchitis,"[{'ingredient': 'Amoxicillin Trihydrate', 'mg': 355, 'percentage': 100.0}]",['Senior'],223.66,0.9064,True
Cromolyn Eye,Conjunctivitis,"[{'ingredient': 'Cromolyn Sodium', 'mg': 40, 'percentage': 100.0}]",['Adult'],151.78,0.7609,False
Rivastigmine,Alzheimer's Disease,"[{'ingredient': 'Rivastigmine Tartrate', 'mg': 3.0, 'percentage': 100.0}]","['Adult', 'Senior']",694.35,0.5874,True
Prednisolone 1000mg,Arthritis,"[{'ingredient': 'Prednisolone', 'mg': 17.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",345.64,0.8541,True
Quetiapine Generic,Bipolar Disorder,"[{'ingredient': 'Quetiapine Fumarate', 'mg': 95, 'percentage': 100.0}]",['Child'],712.59,0.5261,False
Coal Tar CR,Psoriasis,"[{'ingredient': 'Coal Tar Solution', 'mg': 5.5, 'percentage': 100.0}]","['Adult', 'Senior']",13330.81,0.9679,True
Thyronorm XR,Hypothyroidism,"[{'ingredient': 'Levothyroxine Sodium', 'mg': 105, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",167.51,0.7934,True
Prednisolone,Arthritis,"[{'ingredient': 'Prednisolone', 'mg': 13.5, 'percentage': 100.0}]","['Adult', 'Senior']",63.42,0.5152,True
Metformin SR,Polycystic Ovary Syndrome,"[{'ingredient': 'Metformin HCl', 'mg': 1060, 'percentage': 100.0}]",['Adult'],122.61,0.5586,True
Risedronate,Osteoporosis,"[{'ingredient': 'Risedronate Sodium', 'mg': 31, 'percentage': 100.0}]",['Child'],2088.64,0.7907,True
Dexamethasone,Cancer Pain Management,"[{'ingredient': 'Dexamethasone', 'mg': 6.5, 'percentage': 100.0}]",['Child'],1188.39,0.602,True
Methimazole,Hyperthyroidism,"[{'ingredient': 'Methimazole', 'mg': 20.0, 'percentage': 100.0}]","['Child', 'Adult']",344.79,0.8538,True
Azithromycin,Acne Vulgaris,"[{'ingredient': 'Azithromycin', 'mg': 465, 'percentage': 100.0}]",['Senior'],188.6,0.7193,True
Suminat,Migraine,"[{'ingredient': 'Sumatriptan Succinate', 'mg': 69, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",281.46,0.864,True
Amitriptyline,Major Depressive Disorder,"[{'ingredient': 'Amitriptyline HCl', 'mg': 82, 'percentage': 100.0}]","['Adult', 'Senior']",659.58,0.648,True
Isoniazid Forte,Tuberculosis,"[{'ingredient': 'Isoniazid', 'mg': 110, 'percentage': 100.0}]",['Adult'],394.17,0.5816,True
Vildagliptin,Type 2 Diabetes,"[{'ingredient': 'Vildagliptin', 'mg': 60, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",429.71,0.8733,True
Calcium+VitD CR,Osteoporosis,"[{'ingredient': 'Calcium Carbonate', 'mg': 925, 'percentage': 70.9}, {'ingredient': 'Cholecalciferol', 'mg': 380, 'percentage': 29.1}]",['Child'],4238.03,0.6099,True
Duloxetine,Major Depressive Disorder,"[{'ingredient': 'Duloxetine HCl', 'mg': 53, 'percentage': 100.0}]",['Senior'],611.59,0.8377,False
Metoclopramide,GERD,"[{'ingredient': 'Metoclopramide', 'mg': 8.5, 'percentage': 100.0}]",['Senior'],79.44,0.7204,True
Salbutamol 500mg,Bronchitis,"[{'ingredient': 'Salbutamol Sulphate', 'mg': 3.0, 'percentage': 100.0}]",['Senior'],60.24,0.7999,True
Roflumilast Generic,COPD,"[{'ingredient': 'Roflumilast', 'mg': 345, 'percentage': 100.0}]","['Adult', 'Senior']",2223.86,0.791,True
Dapagliflozin,Type 2 Diabetes,"[{'ingredient': 'Dapagliflozin', 'mg': 7.5, 'percentage': 100.0}]","['Child', 'Adult']",622.36,0.5885,True
Sertraline SR,Anxiety Disorder,"[{'ingredient': 'Sertraline HCl', 'mg': 58, 'percentage': 100.0}]",['Senior'],292.13,0.5712,True
Ramipril,Hypertension,"[{'ingredient': 'Ramipril', 'mg': 2.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",757.04,0.7264,True
Indomethacin,Gout,"[{'ingredient': 'Indomethacin', 'mg': 69, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",346.18,0.5948,True
Vicks Action 500 OD,Seasonal Flu,"[{'ingredient': 'Paracetamol', 'mg': 500, 'percentage': 89.4}, {'ingredient': 'Caffeine', 'mg': 59, 'percentage': 10.6}]",['Child'],64.79,0.7809,True
Glimepride,Type 2 Diabetes,"[{'ingredient': 'Glimepiride', 'mg': 2.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1013.52,0.6208,True
Digoxin XR,Arrhythmia,"[{'ingredient': 'Digoxin', 'mg': 0.08, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",551.95,0.9218,True
RHEZ Combo CR,Tuberculosis,"[{'ingredient': 'Rifampicin', 'mg': 150, 'percentage': 16.7}, {'ingredient': 'Isoniazid', 'mg': 75, 'percentage': 8.3}, {'ingredient': 'Ethambutol', 'mg': 275, 'percentage': 30.6}, {'ingredient': 'Pyrazinamide', 'mg': 400, 'percentage': 44.4}]","['Child', 'Adult', 'Senior']",128.47,0.645,True
Azithromycin 1000mg,Acne Vulgaris,"[{'ingredient': 'Azithromycin', 'mg': 485, 'percentage': 100.0}]",['Adult'],309.6,0.7409,True
Cyclosporine,Psoriasis,"[{'ingredient': 'Cyclosporine', 'mg': 63, 'percentage': 100.0}]",['Senior'],4204.07,0.5035,False
Pyrazinamide,Tuberculosis,"[{'ingredient': 'Pyrazinamide', 'mg': 1025, 'percentage': 100.0}]",['Child'],287.83,0.9611,True
Levofloxacin Forte,Pneumonia,"[{'ingredient': 'Levofloxacin', 'mg': 635, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1227.64,0.5696,False
Calcium Acetate,Chronic Kidney Disease,"[{'ingredient': 'Calcium Acetate', 'mg': 1150, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",4893.9,0.8148,True
Teriflunomide,Multiple Sclerosis,"[{'ingredient': 'Teriflunomide', 'mg': 8.0, 'percentage': 100.0}]",['Child'],2526.82,0.9377,True
Probiotics,Gastroenteritis,"[{'ingredient': 'Lactobacillus acidophilus', 'mg': 7.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",185.36,0.7774,True
N-Acetylcysteine,COPD,"[{'ingredient': 'N-Acetylcysteine', 'mg': 525, 'percentage': 100.0}]","['Adult', 'Senior']",2420.94,0.8229,True
Darbepoetin,Chronic Kidney Disease,"[{'ingredient': 'Darbepoetin Alfa', 'mg': 81, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",4856.7,0.5237,True
Cetrizet Generic,Common Cold,"[{'ingredient': 'Cetirizine', 'mg': 9.0, 'percentage': 100.0}]",['Child'],121.9,0.5603,True
Pramipexole 250mg,Parkinson's Disease,"[{'ingredient': 'Pramipexole HCl', 'mg': 0.609, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1858.79,0.5272,True
Insulin Detemir,Type 1 Diabetes,"[{'ingredient': 'Insulin Detemir', 'mg': 100, 'percentage': 100.0}]","['Child', 'Adult']",2370.72,0.547,True
Amoxicillin Forte,Otitis Media,"[{'ingredient': 'Amoxicillin Trihydrate', 'mg': 480, 'percentage': 100.0}]","['Adult', 'Senior']",156.68,0.7227,True
Flecainide SR,Arrhythmia,"[{'ingredient': 'Flecainide Acetate', 'mg': 135, 'percentage': 100.0}]",['Child'],1482.06,0.7273,True
Fosfomycin 500mg,Urinary Tract Infection,"[{'ingredient': 'Fosfomycin Trometamol', 'mg': 3000, 'percentage': 100.0}]",['Senior'],317.23,0.6377,True
Flecainide,Arrhythmia,"[{'ingredient': 'Flecainide Acetate', 'mg': 89, 'percentage': 100.0}]","['Child', 'Adult']",229.89,0.7323,True
Indomethacin,Gout,"[{'ingredient': 'Indomethacin', 'mg': 37, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",58.97,0.7247,True
Acitretin,Psoriasis,"[{'ingredient': 'Acitretin', 'mg': 15.0, 'percentage': 100.0}]","['Adult', 'Senior']",9538.96,0.6896,True
